location_id,location_name,parameter,value,unit,datetimeUtc,datetimeLocal,timezone,latitude,longitude,country_iso,isMobile,isMonitor,owner_name,provider
tempo_weight_20250925_2340,TEMPO_weight_20250925_2340,weight,4.688382,km^2,2025-09-25T23:40:07Z,2025-09-25T23:40:07Z,UTC,18.01,-119.99,,False,False,NASA TEMPO,NASA TEMPO
tempo_weight_20250925_2340,TEMPO_weight_20250925_2340,weight,3.185699,km^2,2025-09-25T23:40:07Z,2025-09-25T23:40:07Z,UTC,50.01,-111.99,,False,False,NASA TEMPO,NASA TEMPO
tempo_weight_20250925_2340,TEMPO_weight_20250925_2340,weight,3.1892045,km^2,2025-09-25T23:40:07Z,2025-09-25T23:40:07Z,UTC,50.01,-135.99,,False,False,NASA TEMPO,NASA TEMPO
tempo_weight_20250925_2340,TEMPO_weight_20250925_2340,weight,3.1892045,km^2,2025-09-25T23:40:07Z,2025-09-25T23:40:07Z,UTC,50.01,-131.99,,False,False,NASA TEMPO,NASA TEMPO
tempo_weight_20250925_2340,TEMPO_weight_20250925_2340,weight,3.1920013,km^2,2025-09-25T23:40:07Z,2025-09-25T23:40:07Z,UTC,50.01,-127.99,,False,False,NASA TEMPO,NASA TEMPO
tempo_weight_20250925_2340,TEMPO_weight_20250925_2340,weight,3.1892045,km^2,2025-09-25T23:40:07Z,2025-09-25T23:40:07Z,UTC,50.01,-123.99,,False,False,NASA TEMPO,NASA TEMPO
tempo_weight_20250925_2340,TEMPO_weight_20250925_2340,weight,3.1892045,km^2,2025-09-25T23:40:07Z,2025-09-25T23:40:07Z,UTC,50.01,-119.99,,False,False,NASA TEMPO,NASA TEMPO
tempo_weight_20250925_2340,TEMPO_weight_20250925_2340,weight,3.192738,km^2,2025-09-25T23:40:07Z,2025-09-25T23:40:07Z,UTC,50.01,-115.99,,False,False,NASA TEMPO,NASA TEMPO
tempo_weight_20250925_2340,TEMPO_weight_20250925_2340,weight,3.1892045,km^2,2025-09-25T23:40:07Z,2025-09-25T23:40:07Z,UTC,50.01,-107.99,,False,False,NASA TEMPO,NASA TEMPO
tempo_weight_20250925_2340,TEMPO_weight_20250925_2340,weight,3.4434447,km^2,2025-09-25T23:40:07Z,2025-09-25T23:40:07Z,UTC,46.01,-83.99,,False,False,NASA TEMPO,NASA TEMPO
